104,1,1104,高等数学（1）良好,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
104,1,1104,大学英语（1）良好,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
104,1,1104,信息技术导论中等,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
104,1,1104,大学体育（1）中等,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
104,1,1104,C语言程序设计中等,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
104,1,1104,数字电路中等,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
104,1,1104,线性代数中等,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
104,1,1104,毛泽东思想和中国特色社会主义理论体系概论中等,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
104,1,1104,概率统计良好,2016-2017,2,(2016-2017-2)-161100105-215005-1,概率统计,215005,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
106,1,1106,信息技术导论良好,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
106,1,1106,大学英语（1）良好,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
106,1,1106,高等数学（1）优秀,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,优秀,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
106,1,1106,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
106,1,1106,C语言程序设计良好,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
106,1,1106,数字电路良好,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
106,1,1106,线性代数中等,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
106,1,1106,毛泽东思想和中国特色社会主义理论体系概论中等,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
106,1,1106,概率统计中等,2016-2017,2,(2016-2017-2)-161100105-215005-2,概率统计,215005,必修,4,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
107,1,1107,C语言程序设计良好,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
107,1,1107,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
107,1,1107,高等数学（1）良好,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
107,1,1107,大学英语（1）中等,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
107,1,1107,信息技术导论及格,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
107,1,1107,线性代数及格,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
107,1,1107,数字电路中等,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
107,1,1107,毛泽东思想和中国特色社会主义理论体系概论中等,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
107,1,1107,概率统计良好,2016-2017,2,(2016-2017-2)-161100105-215005-1,概率统计,215005,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
108,1,1108,大学英语（1）良好,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
108,1,1108,高等数学（1）优秀,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,优秀,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
108,1,1108,信息技术导论中等,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
108,1,1108,大学体育（1）中等,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
108,1,1108,C语言程序设计优秀,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,优秀,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
108,1,1108,数字电路良好,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
108,1,1108,线性代数中等,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
108,1,1108,毛泽东思想和中国特色社会主义理论体系概论中等,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
108,1,1108,概率统计中等,2016-2017,2,(2016-2017-2)-161100105-215005-2,概率统计,215005,必修,4,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
109,1,1109,C语言程序设计中等,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
109,1,1109,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
109,1,1109,信息技术导论及格,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
109,1,1109,高等数学（1）及格,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
109,1,1109,大学英语（1）中等,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
109,1,1109,线性代数及格,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
109,1,1109,数字电路不及格,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,不及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
109,1,1109,数字电路及格,2016-2017,1,(2016-2017-1)-121110203-612048-1,数字电路,612048,必修,4,及格,1,信息科学与工程学院,计算机科学与技术,卓计本1501
109,1,1109,毛泽东思想和中国特色社会主义理论体系概论及格,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
109,1,1109,概率统计及格,2016-2017,2,(2016-2017-2)-161100105-215005-1,概率统计,215005,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
110,1,1110,大学英语（1）中等,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
110,1,1110,高等数学（1）良好,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
110,1,1110,信息技术导论良好,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
110,1,1110,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
110,1,1110,C语言程序设计良好,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
110,1,1110,数字电路良好,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
110,1,1110,线性代数良好,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
110,1,1110,毛泽东思想和中国特色社会主义理论体系概论良好,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
110,1,1110,概率统计中等,2016-2017,2,(2016-2017-2)-161100105-215005-1,概率统计,215005,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
111,1,1111,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
111,1,1111,C语言程序设计良好,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
111,1,1111,高等数学（1）良好,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
111,1,1111,大学英语（1）中等,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
111,1,1111,信息技术导论中等,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
111,1,1111,线性代数良好,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
111,1,1111,数字电路中等,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
111,1,1111,毛泽东思想和中国特色社会主义理论体系概论中等,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
111,1,1111,概率统计及格,2016-2017,2,(2016-2017-2)-161100105-215005-1,概率统计,215005,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
112,1,1112,大学英语（1）良好,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
112,1,1112,高等数学（1）良好,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
112,1,1112,信息技术导论中等,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
112,1,1112,C语言程序设计优秀,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,优秀,0,信息科学与工程学院,计算机科学与技术,卓计本1501
112,1,1112,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
112,1,1112,数字电路良好,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
112,1,1112,线性代数中等,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
112,1,1112,毛泽东思想和中国特色社会主义理论体系概论中等,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
112,1,1112,概率统计及格,2016-2017,2,(2016-2017-2)-161100105-215005-1,概率统计,215005,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
113,1,1113,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
113,1,1113,C语言程序设计良好,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
113,1,1113,高等数学（1）中等,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
113,1,1113,大学英语（1）良好,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
113,1,1113,信息技术导论及格,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,及格,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
113,1,1113,线性代数及格,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,及格,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
113,1,1113,数字电路及格,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,及格,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
113,1,1113,毛泽东思想和中国特色社会主义理论体系概论中等,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
113,1,1113,概率统计中等,2016-2017,2,(2016-2017-2)-161100105-215005-2,概率统计,215005,必修,4,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
114,1,1114,信息技术导论良好,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
114,1,1114,大学英语（1）中等,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
114,1,1114,高等数学（1）优秀,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,优秀,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
114,1,1114,C语言程序设计优秀,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,优秀,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
114,1,1114,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
114,1,1114,数字电路良好,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
114,1,1114,线性代数中等,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
114,1,1114,毛泽东思想和中国特色社会主义理论体系概论良好,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
114,1,1114,概率统计良好,2016-2017,2,(2016-2017-2)-161100105-215005-2,概率统计,215005,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
115,1,1115,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
115,1,1115,C语言程序设计优秀,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,优秀,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
115,1,1115,高等数学（1）优秀,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,优秀,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
115,1,1115,大学英语（1）良好,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
115,1,1115,信息技术导论中等,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,中等,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
115,1,1115,线性代数良好,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
115,1,1115,数字电路良好,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
115,1,1115,毛泽东思想和中国特色社会主义理论体系概论良好,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,良好,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
115,1,1115,概率统计优秀,2016-2017,2,(2016-2017-2)-161100105-215005-2,概率统计,215005,必修,4,优秀,0,信息科学与工程学院,计算机科学与技术(信息、软件、外包),计工本1501
116,1,1116,信息技术导论及格,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
116,1,1116,大学英语（1）良好,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
116,1,1116,高等数学（1）及格,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
116,1,1116,C语言程序设计及格,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
116,1,1116,大学体育（1）中等,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
116,1,1116,数字电路及格,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
116,1,1116,线性代数及格,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
116,1,1116,毛泽东思想和中国特色社会主义理论体系概论良好,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
116,1,1116,概率统计及格,2016-2017,2,(2016-2017-2)-161100105-215005-1,概率统计,215005,必修,4,及格,0,信息科学与工程学院,计算机科学与技术,卓计本1501
117,1,1117,大学体育（1）良好,2015-2016,1,(2015-2016-1)-121500001-122028-10,大学体育（1）,122028,必修,1,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
117,1,1117,C语言程序设计良好,2015-2016,1,(2015-2016-1)-121110202-111053-1,C语言程序设计,111053,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
117,1,1117,高等数学（1）良好,2015-2016,1,(2015-2016-1)-121100101-111109-1,高等数学（1）,111109,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
117,1,1117,大学英语（1）中等,2015-2016,1,(2015-2016-1)-120500001-121083-7,大学英语（1）,121083,必修,3,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
117,1,1117,信息技术导论中等,2015-2016,1,(2015-2016-1)-121110201-614064-1,信息技术导论,614064,必修,4,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
117,1,1117,线性代数良好,2015-2016,2,(2015-2016-2)-121100104-613030-1,线性代数,613030,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
117,1,1117,数字电路良好,2015-2016,2,(2015-2016-2)-121110203-613078-1,数字电路,613078,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
117,1,1117,毛泽东思想和中国特色社会主义理论体系概论中等,2016-2017,2,(2016-2017-2)-160200004-120032-6,毛泽东思想和中国特色社会主义理论体系概论,104095,必修,6,中等,0,信息科学与工程学院,计算机科学与技术,卓计本1501
117,1,1117,概率统计良好,2016-2017,2,(2016-2017-2)-161100105-215005-1,概率统计,215005,必修,4,良好,0,信息科学与工程学院,计算机科学与技术,卓计本1501
